time,frequency,selection
484,0.02321306,0.15402673
485,0.02354337,0.15354667
490,0.03188363,0.15310927
491,0.03439485,0.15314765
492,0.03393174,0.15318106
493,0.03107986,0.15318191
494,0.03155377,0.15316864
495,0.03143978,0.15317593
496,0.03519761,0.15283124
497,0.03896032,0.15241990
498,0.04778218,0.15229316
499,0.05190632,0.15171910
500,0.05623180,0.15137871
501,0.05242533,0.15100860
502,0.05613392,0.15052856
503,0.05532606,0.15017475
504,0.05573647,0.14990245
505,0.05601122,0.14952546
506,0.06685104,0.14913479
507,0.07159503,0.14896104
508,0.07668090,0.14860815
509,0.08162076,0.14830253
510,0.08799194,0.14801197
511,0.08631635,0.14789408
512,0.08717027,0.14789362
513,0.08863827,0.14794393
514,0.09103757,0.14773869
515,0.09179403,0.14764096
516,0.09223604,0.14759831
517,0.08870831,0.14751587
518,0.08778747,0.14739525
519,0.08548762,0.14732896
520,0.08329022,0.14732230
521,0.08128307,0.14726523
522,0.08237171,0.14714736
523,0.08156727,0.14702961
524,0.08144261,0.14696247
525,0.08078699,0.14694853
526,0.08631885,0.14690917
527,0.09083888,0.14672123
528,0.09666744,0.14656834
529,0.10257144,0.14639986
530,0.10219965,0.14618062
531,0.09428208,0.14600828
532,0.08430388,0.14582057
533,0.07380704,0.14559011
534,0.06350287,0.14556573
535,0.06073814,0.14546821
536,0.05377129,0.14546789
537,0.04984765,0.14554825
538,0.05153229,0.14561766
539,0.05536360,0.14561909
540,0.05914818,0.14565213
541,0.06382704,0.14566431
542,0.06863887,0.14569406
543,0.06392766,0.14568576
544,0.05904251,0.14567263
545,0.05521945,0.14567726
546,0.05761341,0.14564575
547,0.05777873,0.14560779
548,0.05941982,0.14553962
549,0.05886975,0.14552021
550,0.05357869,0.14550366
551,0.04983756,0.14548778
552,0.04565224,0.14549068
553,0.04160124,0.14550670
554,0.04118797,0.14547753
555,0.04384025,0.14543812
556,0.04234829,0.14541966
557,0.04169996,0.14544834
558,0.03932829,0.14545603
559,0.03906319,0.14541124
560,0.03778848,0.14541586
561,0.04179605,0.14539682
562,0.04084306,0.14537017
563,0.04375986,0.14532365
564,0.04075409,0.14533875
565,0.03868566,0.14534534
566,0.03074461,0.14542085
567,0.03408928,0.14538920
568,0.03465605,0.14541221
569,0.03660971,0.14547148
