time,selection
402,0.47447
403,0.47447
404,0.47483
405,0.47483
406,0.47483
407,0.47483
408,0.47483
409,0.47483
410,0.47483
411,0.47578
412,0.47578
413,0.47578
414,0.45860
415,0.45869
416,0.45869
417,0.45869
418,0.45706
419,0.27531
420,0.27541
421,0.27547
422,0.27547
423,0.27547
424,0.27547
425,0.26322
426,0.26320
427,0.26320
428,0.26320
429,0.26320
430,0.26320
431,0.26320
432,0.24864
433,0.24806
434,0.24806
435,0.24835
436,0.24845
437,0.24845
438,0.24845
439,0.23576
440,0.23717
441,0.23718
442,0.24037
443,0.23967
444,0.23967
445,0.23967
446,0.23112
447,0.23088
448,0.22958
449,0.22027
450,0.22016
451,0.21681
452,0.21681
453,0.21703
454,0.21703
455,0.21705
456,0.21705
457,0.21755
458,0.21742
459,0.21742
460,0.21736
461,0.21737
462,0.21737
463,0.21739
464,0.21739
465,0.21739
466,0.21733
467,0.21672
468,0.21672
469,0.21672
470,0.21672
471,0.21672
472,0.21672
473,0.21672
474,0.21667
475,0.21667
476,0.21667
477,0.21667
478,0.21670
479,0.21670
480,0.21670
481,0.18997
482,0.18994
483,0.18998
484,0.18995
485,0.19036
486,0.19036
487,0.19036
488,0.18419
489,0.18419
490,0.18419
491,0.16632
492,0.16628
493,0.16628
494,0.16628
495,0.15863
496,0.15852
497,0.15296
498,0.15292
499,0.37156
500,0.37156
501,0.37156
502,0.54730
503,0.53371
504,0.53371
505,0.53386
506,0.51693
507,0.51693
508,0.51693
509,0.52123
510,0.52123
511,0.50718
512,0.50719
513,0.49756
514,0.49756
515,0.49755
516,0.49435
517,0.49441
518,0.49441
519,0.49417
520,0.49385
521,0.49385
522,0.49385
523,0.48441
524,0.47428
525,0.47674
526,0.48077
527,0.47908
528,0.47908
529,0.47908
530,0.47905
531,0.47904
532,0.48152
533,0.48152
534,0.40660
535,0.40660
536,0.40660
537,0.40652
538,0.34080
539,0.34080
540,0.34495
541,0.35263
542,0.35263
543,0.35263
544,0.39157
545,0.39167
546,0.39063
547,0.39078
548,0.39077
549,0.39077
550,0.39077
551,0.39077
552,0.39077
553,0.39077
554,0.39077
555,0.39077
556,0.39077
557,0.39077
558,0.39081
559,0.39081
560,0.39081
561,0.39081
562,0.39081
563,0.39081
564,0.39081
565,0.39041
566,0.39041
567,0.39041
568,0.39041
569,0.39041
570,0.39041
571,0.39041
572,0.39027
573,0.39027
574,0.39027
575,0.39027
576,0.39027
577,0.39027
578,0.39027
579,0.39026
580,0.39026
581,0.39026
582,0.39026
583,0.39026
584,0.39026
585,0.39026
586,0.37143
587,0.37143
588,0.37143
589,0.37144
590,0.37144
591,0.37144
592,0.37144
593,0.37234
594,0.37234
595,0.37234
596,0.37235
597,0.37235
598,0.37235
599,0.37235
600,0.37212
601,0.37212
602,0.37212
603,0.37212
604,0.37212
605,0.37212
606,0.37212
607,0.37193
608,0.37193
609,0.37193
610,0.37193
611,0.37193
612,0.37193
613,0.37193
614,0.37094
615,0.37094
616,0.37094
617,0.37094
618,0.37094
619,0.37095
620,0.37095
621,0.37089
622,0.37089
623,0.37089
624,0.37089
625,0.37089
626,0.37089
627,0.37089
628,0.37089
629,0.37089
630,0.37089
631,0.37089
632,0.37089
633,0.37089
634,0.37089
635,0.37086
636,0.37086
637,0.37086
638,0.37086
639,0.37086
640,0.37086
641,0.37086
642,0.37086
643,0.37086
644,0.37086
645,0.37086
646,0.37086
647,0.37086
648,0.37085
649,0.37082
650,0.37082
651,0.37082
652,0.37082
653,0.37082
654,0.37082
655,0.37082
656,0.37082
657,0.37082
658,0.37082
659,0.37082
660,0.37082
661,0.37082
662,0.37082
663,0.37108
664,0.37108
665,0.37108
666,0.37108
667,0.37108
668,0.37108
669,0.37108
670,0.37106
671,0.37106
672,0.37106
673,0.37106
674,0.37106
675,0.37106
676,0.37106
677,0.37107
678,0.37107
679,0.37107
680,0.37107
681,0.37107
682,0.37107
683,0.37107
684,0.37107
685,0.37107
686,0.37107
687,0.37107
688,0.37107
689,0.37107
690,0.37107
691,0.37107
692,0.37107
693,0.37107
694,0.37107
695,0.37107
696,0.37107
697,0.37107
698,0.37107
699,0.37107
700,0.37107
701,0.37105
702,0.37105
703,0.37105
704,0.37087
705,0.37087
706,0.37088
707,0.37088
708,0.37088
709,0.37088
710,0.37088
711,0.37093
712,0.37089
713,0.37089
714,0.37089
715,0.37089
716,0.37088
717,0.37088
718,0.37082
719,0.37083
720,0.37083
721,0.37083
722,0.37083
723,0.37083
724,0.37084
725,0.37084
726,0.37084
727,0.37084
728,0.37084
729,0.37084
730,0.37084
731,0.37084
732,0.37084
733,0.37084
734,0.37084
735,0.37084
736,0.37084
737,0.37084
738,0.37084
739,0.37084
740,0.37084
741,0.37084
742,0.37084
743,0.37084
744,0.37084
745,0.37084
746,0.37084
747,0.37083
748,0.37083
749,0.37083
750,0.37083
751,0.37083
752,0.37083
753,0.37083
754,0.37083
755,0.37083
756,0.37083
757,0.37083
758,0.35708
759,0.35704
760,0.35703
761,0.35704
762,0.35704
763,0.35704
764,0.35704
765,0.35705
766,0.35704
767,0.35704
768,0.35704
769,0.35704
770,0.35719
771,0.35718
772,0.35717
773,0.28621
774,0.28609
775,0.28655
776,0.28679
777,0.28683
778,0.28663
779,0.28651
780,0.28651
781,0.28651
782,0.28651
783,0.28644
784,0.28634
785,0.28627
786,0.28824
787,0.28824
788,0.28824
789,0.28808
790,0.28803
791,0.28803
792,0.28792
793,0.28792
794,0.28792
795,0.28792
796,0.28772
797,0.28772
798,0.28766
799,0.28761
800,0.28761
801,0.28761
802,0.28761
803,0.28758
804,0.28758
805,0.28757
806,0.28757
807,0.28757
808,0.28757
809,0.28757
810,0.28757
811,0.28757
812,0.28757
813,0.28757
814,0.28757
815,0.28757
816,0.28757
817,0.28757
818,0.28757
819,0.28757
820,0.28757
821,0.28758
822,0.28729
823,0.28729
824,0.28729
825,0.28729
826,0.28724
827,0.28724
828,0.28724
829,0.28724
830,0.28724
831,0.28721
832,0.28721
833,0.28721
834,0.28721
835,0.28721
836,0.28721
837,0.28721
838,0.28721
839,0.28721
840,0.28721
841,0.28721
842,0.28721
843,0.28721
844,0.28721
845,0.28721
846,0.28721
847,0.28721
848,0.28721
849,0.28721
850,0.28721
851,0.28721
852,0.28721
853,0.28721
854,0.28721
855,0.28721
856,0.28721
857,0.25655
858,0.25655
859,0.25659
860,0.25643
861,0.25642
862,0.25644
863,0.25644
864,0.25644
865,0.16797
866,0.16837
867,0.16870
868,0.16870
869,0.16924
870,0.16922
871,0.22569
872,0.22569
873,0.27277
874,0.27277
875,0.27264
876,0.28023
877,0.28028
878,0.28028
879,0.28028
880,0.28041
881,0.28042
882,0.28040
883,0.28023
884,0.28137
885,0.28137
886,0.28137
